iso3,year,imports_from_vn_usd,vn_reported_exports_usd
CRI,2014,46249903.0,25760178.0
CRI,2015,56188618.0,76073781.0
CRI,2016,71687078.0,210318734.98
CRI,2017,87272276.28,140477727.7
CRI,2018,65149405.92,184318846.0
CRI,2019,86658893.96,102764498.81
CRI,2020,117634887.68,110535823.52
CRI,2021,179368098.6,213251983.32
CUB,2002,69048766.0,47035323.0
CUB,2003,80587030.0,65285597.0
CUB,2004,146662832.0,105251416.0
CUB,2005,269448297.0,207136740.0
CUB,2006,175061576.0,152837426.0
CUB,2007,0,279739932.0
CUB,2008,0,488476474.0
CUB,2009,0,240725557.0
CUB,2010,0,251250131.0
CUB,2013,0,293360.0
CUB,2016,269920397.01,0
CUB,2017,279641092.79,0
CUB,2018,374039366.33,0
CUB,2019,276624223.39,0
CUB,2020,191224902.99,0
CUB,2021,299446505.86,0
CUW,2017,1552579.33,0
CUW,2018,1764074.88,0
CUW,2019,1508755.73,0
CUW,2020,992625.31,0
CYM,2004,0,11275.0
CYM,2013,86669.0,0
CYM,2015,73161.0,0
CYM,2020,63276.79,0
CYM,2021,232346.08,0
CYP,2002,4242438.0,1457741.0
CYP,2003,4982280.0,2118975.0
CYP,2004,4812270.0,2876169.0
CYP,2005,4674162.0,4832295.0
CYP,2006,7171456.0,5880191.0
CYP,2007,9202208.0,6958853.0
CYP,2008,12404613.0,19704104.0
CYP,2009,11910224.0,11957848.0
CYP,2010,18154569.0,13921338.0
CYP,2011,15556073.0,19332614.0
CYP,2012,17808397.0,17661448.0
CYP,2013,15583754.11,16592903.0
CYP,2014,38962391.58,28705871.0
CYP,2015,24992086.55,33428805.0
CYP,2016,40987613.02,38122909.18
CYP,2017,46666217.24,39320335.4
CYP,2018,43890859.26,41324032.62
CYP,2019,39581494.96,36868284.94
CYP,2020,40475029.93,38075654.18
CYP,2021,43192886.05,38367694.38
CZE,2002,57237254.0,39628536.0
CZE,2003,55002757.0,39010155.0
CZE,2004,79306768.0,42646196.0
CZE,2005,90976376.0,49011347.0
CZE,2006,133842000.0,70090164.0
CZE,2007,189210805.0,102047695.0
CZE,2008,252547218.0,132983139.0
CZE,2009,238878307.0,119948306.0
CZE,2010,273336154.0,134911742.0
CZE,2011,375424603.0,183296637.0
CZE,2012,347696872.0,180053577.0
CZE,2013,418208307.0,180407032.0
CZE,2014,611877348.0,218575901.0
CZE,2015,661242169.0,0
CZE,2016,766280789.0,146173879.18
CZE,2017,903910782.0,150838050.1
CZE,2018,1033597694.0,156481342.34
CZE,2019,1166064915.0,207829820.78
CZE,2020,1437165110.0,425653573.49
CZE,2021,1988784178.0,582833845.61
DEU,2002,1103608000.0,729028855.0
DEU,2003,1312418000.0,854713815.0
DEU,2004,1674332000.0,1064734842.0
DEU,2005,1731455000.0,1085543392.0
DEU,2006,2180722000.0,1445308550.0
DEU,2007,2945747000.0,1854895363.0
DEU,2008,3563639078.3,2073423756.0
DEU,2009,3249832100.54,1885408652.0
DEU,2010,3956804728.09,2372735596.0
DEU,2011,5643213568.51,3366900508.0
DEU,2012,6649829310.87,4094940259.0
DEU,2013,7541006236.1,4736995934.0
DEU,2014,8092434251.76,5174944225.0
DEU,2015,9003166526.77,5707416104.0
DEU,2016,9833397259.96,5960516080.96
DEU,2017,10966127940.95,6353565104.5
DEU,2018,11631346853.17,6873195900.01
DEU,2019,10903370233.36,6560243273.36
DEU,2020,11703854591.01,6638896625.53
DEU,2021,12532523028.35,7287757827.74
DJI,2002,0,154663.0
DJI,2003,0,186314.0
DJI,2004,0,146897.0
DJI,2005,0,565256.0
DJI,2006,0,1549070.0
DJI,2007,0,554760.0
DJI,2008,0,2655679.0
DJI,2009,77891.0,0
DJI,2010,0,3889854.0
DJI,2014,0,42956286.0
DJI,2015,0,45230543.0
DJI,2016,0,26608227.36
DJI,2017,0,37249130.1
DJI,2021,2724493.79,0
DMA,2002,1269.0,910327.0
DMA,2003,16818.0,658318.0
DMA,2004,17509.0,2113917.0
DMA,2005,21760.0,2813716.0
DMA,2006,0,3419605.0
DMA,2007,20784.0,10677512.0
DMA,2008,16501.0,3796929.0
DMA,2009,53025.0,14130764.0
DMA,2010,26342.0,17130227.0
DMA,2011,0,19987860.0
DMA,2012,37306.0,23249612.0
DMA,2013,85044.09,17457811.0
DMA,2014,0,11409247.0
DMA,2016,15871.09,0
DMA,2017,279587.2,0
DMA,2018,1597848.71,0
DMA,2019,7556108.71,0
DMA,2020,72205.48,0
DMA,2021,26905.53,0
DNK,2002,77082548.0,63266245.0
DNK,2003,111156577.0,71110903.0
DNK,2004,123149392.0,80182312.0
DNK,2005,125825148.0,88236981.0
DNK,2006,143290213.0,109528251.0
DNK,2007,175437569.0,138027185.0
DNK,2008,213558158.0,171651757.0
DNK,2009,218430399.0,165575067.0
DNK,2010,223726029.0,195018454.0
DNK,2011,292512606.0,271457216.0
DNK,2012,287600871.0,276067819.0
DNK,2013,288066662.0,267132079.0
DNK,2014,343178720.0,315587741.0
DNK,2015,341468066.0,289372551.0
DNK,2016,331521299.39,283030069.81
DNK,2017,422532029.77,341686541.7
DNK,2018,422102647.0,373520218.1
DNK,2019,393693415.1,336735438.48
DNK,2020,365335304.27,295003772.86
DNK,2021,469871577.07,354579825.41
DOM,2002,584298.32,431468.0
DOM,2003,298948.73,434302.0
DOM,2004,220023.38,1448143.0
DOM,2005,1964953.19,4362900.0
DOM,2006,3288407.52,6567797.0
DOM,2007,7480058.71,0
DOM,2008,21731138.04,11249790.0
DOM,2009,23601033.89,13348790.0
DOM,2010,31819519.0,14149656.0
DOM,2011,44519916.0,24227294.0
DOM,2012,37780300.0,23123912.0
DOM,2013,42846411.0,23382477.0
DOM,2014,67579313.93,51132135.0
DOM,2015,76139139.28,65009460.0
DOM,2016,72911890.17,74911502.23
DOM,2017,71991632.87,78685230.2
DOM,2018,61527452.69,80277570.23
DOM,2019,67687557.84,83187446.34
DOM,2020,54294156.06,61863256.25
DOM,2021,88050937.58,99264244.1
DZA,2002,6483127.0,3325011.0
DZA,2003,13491485.0,18197958.0
DZA,2004,26493250.0,13881816.0
DZA,2005,28170434.0,30899152.0
DZA,2006,45083618.0,34183847.0
DZA,2007,55100955.0,40504821.0
DZA,2008,99337240.0,77519489.0
DZA,2009,94243285.0,81586871.0
DZA,2010,128632517.0,75814709.0
DZA,2011,157962858.0,100412725.0
DZA,2012,207790931.0,129082276.0
DZA,2013,284031397.0,176724145.0
DZA,2014,366318198.0,246351444.0
DZA,2015,347591841.0,233773699.0
DZA,2016,434023097.0,271244601.3
DZA,2017,457328750.35,280663914.9
DZA,2018,0,191847246.45
DZA,2019,0,187035947.08
DZA,2020,0,148083765.87
DZA,2021,0,153171554.44
ECU,2002,832252.0,3481453.0
ECU,2003,1916248.0,4623733.0
ECU,2004,5102102.0,8005627.0
ECU,2005,6670754.0,16389805.0
ECU,2006,6005127.0,27984586.0
ECU,2007,4313522.0,29339051.0
ECU,2008,8957767.0,45001948.0
ECU,2009,18228766.0,50525569.0
ECU,2010,14280294.0,65678180.0
ECU,2011,42240682.0,64097941.0
ECU,2012,32065668.0,113422841.0
ECU,2013,78222982.0,79932206.0
ECU,2014,95286138.0,104953878.0
ECU,2015,122442292.0,95739986.0
ECU,2016,145131719.0,132203292.73
ECU,2017,162455138.11,133943536.5
ECU,2018,195094102.5,125421234.63
ECU,2019,179381200.64,95060282.15
ECU,2020,179006452.46,112647027.67
ECU,2021,232193334.08,142715877.49
EGY,2002,7496449.59,21782681.0
EGY,2003,8750964.74,14838510.0
EGY,2004,8661064.72,40334793.0
EGY,2005,12775639.76,45092684.0
EGY,2006,10381817.69,49011323.0
EGY,2007,26639254.17,97783935.0
EGY,2008,139919949.14,167824887.0
EGY,2009,156073981.53,162668649.0
EGY,2010,134338226.0,174643510.0
EGY,2011,194848722.0,256294222.0
EGY,2012,246547693.0,297652169.0
EGY,2013,201989599.0,220021631.0
EGY,2014,260121422.0,380023254.0
EGY,2015,281226615.76,361679205.0
EGY,2016,259386899.82,292881950.77
EGY,2017,372180298.75,320986656.1
EGY,2018,799805241.35,439986855.4
EGY,2019,1005200595.25,458520261.69
EGY,2020,823659476.65,447233209.78
EGY,2021,954439237.23,568235350.6
ERI,2002,0,261918.0
ERI,2003,0,164510.0
ERI,2006,0,2016581.0
ERI,2007,0,1592768.0
ERI,2010,0,5526229.0
ESP,2002,322174959.98,178962962.0
ESP,2003,396899254.12,234204155.0
ESP,2004,558854691.44,312025043.0
ESP,2005,680497168.09,410799126.0
ESP,2006,867472971.97,558018748.0
ESP,2007,1146551739.26,759634497.0
ESP,2008,1602962628.54,962236840.0
ESP,2009,1280870385.1,939901090.0
ESP,2010,1420113382.67,1110791719.0
ESP,2011,2021506740.48,1554719724.0
ESP,2012,2353543471.47,1793606850.0
ESP,2013,2558536467.27,2109579798.0
ESP,2014,2857916087.21,2563347797.0
ESP,2015,2569486021.98,2299021695.0
ESP,2016,2611696124.78,2293647298.43
ESP,2017,2960923197.26,2515755458.2
ESP,2018,3196379613.43,2629158090.46
ESP,2019,3328247897.98,2707380043.49
ESP,2020,2813629968.45,2129146756.93
ESP,2021,3316050107.41,2545892337.01
EST,2002,5641789.0,2092419.0
EST,2003,7050373.0,2304922.0
EST,2004,8254727.84,2191075.0
EST,2005,9931910.17,2424707.0
EST,2006,17522624.07,7941253.0
EST,2007,20197514.47,5787767.0
EST,2008,28198318.86,9234281.0
EST,2009,24033249.15,8868785.0
EST,2010,24286330.0,6643462.0
EST,2011,29436421.0,11412118.0
EST,2012,29352158.0,11538125.0
EST,2013,33561275.0,11210329.0
EST,2014,42921323.0,19693876.0
EST,2015,39272757.0,25501212.0
EST,2016,48148115.33,30777526.55
EST,2017,65663623.73,34706463.2
EST,2018,79204054.6,42535767.9
EST,2019,90174516.94,31898524.7
EST,2020,86339597.4,48865980.8
EST,2021,114136203.19,33644036.56
ETH,2002,202916.92,113977.0
ETH,2003,336127.25,274928.0
ETH,2004,3256525.37,1842231.0
ETH,2005,3923068.44,6497999.0
ETH,2006,8166077.54,25863133.0
ETH,2007,20566985.83,11068607.0
ETH,2008,7972119.68,6165939.0
ETH,2009,12118038.56,7090307.0
ETH,2010,70525180.67,34212486.0
ETH,2011,20673917.04,11265569.0
ETH,2012,41749735.48,22466208.0
ETH,2013,40209923.67,25120930.0
ETH,2014,59774294.81,10961335.0
ETH,2015,58160411.91,9432670.0
ETH,2016,28178802.36,0
ETH,2017,43199280.15,0
ETH,2018,36046013.79,0
ETH,2019,31074656.0,0
ETH,2020,30263393.33,0
ETH,2021,32984218.53,0
FIN,2002,34921966.0,24271527.0
FIN,2003,46525101.0,28792244.0
FIN,2004,61464727.0,41891013.0
FIN,2005,64618352.0,57155288.0
FIN,2006,86994226.0,68875198.0
FIN,2007,106274116.0,92512436.0
FIN,2008,143983971.0,134362710.0
FIN,2009,132998976.0,79500451.0
FIN,2010,151090586.0,68398948.0
FIN,2011,74629620.0,87020778.0
FIN,2012,176950744.0,99719568.0
FIN,2013,179971720.0,80740434.0
FIN,2014,198859265.0,104483949.0
FIN,2015,214501654.0,117557689.0
FIN,2016,239116213.0,106566502.85
FIN,2017,272056326.33,164886454.6
FIN,2018,355772273.3,164682666.96
FIN,2019,357992562.33,119549201.87
FIN,2020,427066871.95,140794183.24
FIN,2021,643333221.3,270785200.23
FJI,2002,690408.0,897637.0
FJI,2003,811767.0,656931.0
FJI,2004,1273810.0,1394404.0
FJI,2005,1045091.0,1162312.0
FJI,2006,1060535.0,1517254.0
FJI,2007,1463395.0,1579046.0
FJI,2008,6411945.0,3845599.0
FJI,2009,11165638.0,12937556.0
FJI,2010,18607187.0,14938485.0
FJI,2011,17933226.0,19705968.0
FJI,2012,17439425.0,18144402.0
FJI,2013,17860775.0,15836859.0
FJI,2014,16896616.0,13990130.0
FJI,2015,15974657.38,12827618.0
FJI,2016,18380732.97,19837379.04
FJI,2017,20807975.39,21499718.5
FJI,2018,29070301.67,0
FJI,2019,33913850.3,0
FJI,2020,19595035.65,0
FJI,2021,21347789.43,0
FRA,2002,833789136.0,439472229.0
FRA,2003,953223343.0,497229164.0
FRA,2004,1092796987.0,557593256.0
FRA,2005,1185854354.0,656420756.0
FRA,2006,1459624516.0,799006257.0
FRA,2007,1715014171.0,889382025.0
FRA,2008,1830179322.0,970838602.0
FRA,2009,1680130034.0,820069830.0
FRA,2010,1901199854.0,1101330057.0
FRA,2011,2731114139.0,1658883617.0
FRA,2012,3478766992.0,2163399349.0
FRA,2013,3732424118.0,2202728586.0
FRA,2014,4040620913.0,2477754806.0
FRA,2015,4522507038.0,2977755867.0
FRA,2016,4994268426.0,3024879064.84
FRA,2017,5827116888.97,3372882802.7
FRA,2018,6413864614.74,3701139630.04
FRA,2019,6317151757.1,3705665613.04
FRA,2020,6206337630.68,3262023202.42
FRA,2021,6616440288.97,3181323521.51
FRO,2002,415111.0,21631.0
FRO,2003,590368.0,32903.0
FRO,2004,717106.0,98068.0
FRO,2005,610955.0,0
FRO,2006,694414.0,6780.0
FRO,2007,1215824.0,0
FRO,2008,1111033.0,0
FRO,2009,1044971.0,0
FSM,2002,0,79149.0
FSM,2003,16908.0,150385.0
FSM,2004,459.0,0
FSM,2005,3737.0,32250.0
FSM,2006,697.0,0
FSM,2007,2759.0,0
FSM,2008,221773.0,0
FSM,2009,628883.0,0
FSM,2010,285683.0,0
FSM,2011,28856.0,0
FSM,2012,112934.0,0
FSM,2013,237226.0,0
GAB,2002,0,63679.0
GAB,2003,23082.0,6166359.0
GAB,2004,136351.24,744144.0
GAB,2005,8466586.0,8367671.0
GAB,2006,5614026.0,3278533.0
GAB,2007,9069351.0,4356322.0
GAB,2008,11058367.0,8895670.0
GAB,2009,8747257.0,5621273.0
GAB,2010,10680839.24,7446346.0
GAB,2011,9017956.54,7245864.0
GAB,2012,13690236.81,13502580.0
GAB,2013,24475455.98,19104144.0
GAB,2014,17606558.93,10398502.0
GAB,2015,10322516.51,21075700.0
GAB,2016,11402537.68,8082985.59
GAB,2017,7881656.67,6269268.0
GAB,2018,21252800.92,0
GAB,2019,32833751.39,0
GAB,2020,31535417.22,0
GAB,2021,22210228.21,0
GBR,2002,914881256.0,571631088.0
GBR,2003,1170660701.0,754767026.0
GBR,2004,1535947622.0,1010300848.0
GBR,2005,1529631554.0,1015760345.0
GBR,2006,1676322985.0,1179694635.0
GBR,2007,1938721209.0,1431320459.0
GBR,2008,2176814281.0,1581044671.0
GBR,2009,1925868464.0,1329234283.0
GBR,2010,2164065049.0,1681884445.0
GBR,2011,3025826684.0,2398191123.0
GBR,2012,3873766756.0,3033600590.0
GBR,2013,4483216178.0,3696265186.0
GBR,2014,4055909247.0,3647172364.0
GBR,2015,4880660155.0,4645219798.0
GBR,2016,5074516737.0,4898076612.06
GBR,2017,5412432143.58,5415115561.8
GBR,2018,5928443872.08,5779270899.85
GBR,2019,6017698808.52,5760277924.11
GBR,2020,5041061996.26,4951457261.29
GBR,2021,6282687294.08,5765718023.85
GEO,2002,46043.0,4310277.0
GEO,2003,189942.0,2912215.0
GEO,2004,439543.0,9392938.0
GEO,2005,466694.0,4091077.0
GEO,2006,1827669.0,6696135.0
GEO,2007,3109379.0,12663739.0
GEO,2008,7643563.0,23811286.0
GEO,2009,9387147.0,15180048.0
GEO,2010,11071368.0,15383386.0
GEO,2011,7975034.0,12642919.0
GEO,2012,14596042.0,15107338.0
GEO,2013,22824791.0,19085193.0
GEO,2014,36738010.67,38131380.0
GEO,2015,21514638.8,26101743.0
GEO,2016,15689371.27,18710760.28
GEO,2017,7455342.06,14532216.2
GEO,2018,9019408.18,0
GEO,2019,8454836.25,0
GEO,2020,9003558.79,0
GEO,2021,9188801.61,0
GHA,2002,7645983.0,8602518.0
GHA,2003,15908565.0,15259541.0
GHA,2004,37352186.0,31759704.0
GHA,2005,47762302.0,23356638.0
GHA,2006,38944714.0,38223459.0
GHA,2007,43604740.0,53243418.0
GHA,2008,37601006.0,52188757.0
GHA,2009,59393200.0,77496523.0
GHA,2010,86030720.99,98602684.0
GHA,2011,118210766.0,120347946.0
GHA,2012,138964585.0,203589722.0
GHA,2013,220155864.0,247006911.0
GHA,2014,307334885.39,243631811.0
GHA,2015,407670084.55,240505189.0
GHA,2016,219281235.0,290732998.09
GHA,2017,291961587.51,266832461.9
GHA,2018,342560900.75,278261181.4
GHA,2019,316540196.37,271657171.0
GHA,2020,0,363464760.59
GHA,2021,393603708.26,480640034.84
GIN,2002,81248.0,533788.0
GIN,2003,0,986419.0
GIN,2004,6054415.0,9011222.0
GIN,2005,3112581.0,6563536.0
GIN,2006,7826604.0,14531629.0
GIN,2007,3955908.0,8115853.0
GIN,2008,10085179.0,37402831.0
GIN,2009,0,32103673.0
GIN,2010,0,47757288.0
GIN,2011,0,94446041.0
GIN,2012,0,39079786.0
GIN,2013,58847766.0,33214502.0
GIN,2014,831314.0,8750911.0
GIN,2015,10895899.0,18474945.0
GIN,2016,4863759.54,12479051.57
GIN,2017,0,13197026.9
GMB,2002,0,1886524.0
GMB,2003,0,844656.0
GMB,2004,0,1134063.0
GMB,2005,0,5439624.0
GMB,2006,0,5032465.0
GMB,2007,0,4299068.0
GMB,2008,0,14179053.0
GMB,2009,0,13312882.0
GMB,2010,745719.77,6011544.0
GMB,2011,3552458.4,7451838.0
GMB,2012,2706182.43,6600873.0
GMB,2013,5845971.37,6805303.0
GMB,2014,834158.4,7471273.0
GMB,2015,546187.31,3226946.0
GMB,2016,393596.21,4536342.91
GMB,2017,218173.77,4441374.1
GMB,2018,127975.13,0
GMB,2019,3977057.09,0
GMB,2020,495058.89,0
GMB,2021,350891.24,0
GNB,2002,0,17498.0
GNB,2003,2487278.0,7006.0
GNB,2004,0,148588.0
GNB,2006,0,130997.0
GNB,2008,0,10434299.0
GNB,2009,0,3710765.0
GNB,2011,0,7382109.0
GNB,2012,0,4166998.0
GNB,2013,0,8249970.0
GNB,2014,748779.26,1934125.0
GNB,2015,1567918.58,2277791.0
GNB,2016,0,133119.0
GNB,2017,75757.91,290029.0
GNB,2018,9142.57,0
GRC,2002,45302900.0,34339111.0
GRC,2003,58654944.0,41960206.0
GRC,2004,62788932.0,45389338.0
GRC,2005,70850935.0,54949010.0
GRC,2006,82055111.0,64649320.0
GRC,2007,108354035.0,81805504.0
GRC,2008,119690645.0,103235167.0
GRC,2009,100389369.0,77697625.0
GRC,2010,88533008.0,80273499.0
GRC,2011,128317578.0,132288109.0
GRC,2012,167932199.0,150576368.0
GRC,2013,205984904.0,186360810.0
GRC,2014,184344455.0,185112542.0
GRC,2015,147753123.0,167255451.0
GRC,2016,168771195.0,188620564.64
GRC,2017,219480332.24,270303983.0
GRC,2018,228845205.18,251783616.22
GRC,2019,246687755.05,272476120.51
GRC,2020,232247119.27,259099817.48
GRC,2021,293128393.9,357949219.7
GRD,2002,23362.0,35751.0
GRD,2003,50538.0,11970.0
GRD,2004,21472.0,60987.0
GRD,2005,12130.0,85620.0
GRD,2006,59885.0,103060.0
GRD,2007,66295.0,0
GRD,2008,296779.0,0
GRD,2009,186776.0,0
GRD,2010,151727.26,1020245.0
GRD,2011,122636.17,0
GRD,2012,64736.97,0
GRD,2013,30067.01,0
GRD,2015,38629.59,0
GRD,2016,56409.2,0
GRD,2017,260964.55,0
GRD,2018,453095.1,0
GRD,2019,133233.34,0
GRD,2020,74765.93,0
GRD,2021,89707.04,0
GRL,2002,0,85971.0
GRL,2003,739370.0,58989.0
GRL,2004,0,252512.0
GRL,2005,0,44101.0
GRL,2006,575486.0,201059.0
GRL,2007,83637.0,254275.0
GRL,2008,252161.0,0
GRL,2009,393815.32,0
GRL,2010,391009.78,0
GRL,2011,651406.76,0
GRL,2012,518824.48,0
GRL,2013,447097.51,0
GRL,2014,255159.4,0
GRL,2015,356200.63,0
GRL,2016,507441.99,0
GRL,2017,396999.14,0
GRL,2018,610345.59,0
GTM,2002,580900.0,4094988.0
GTM,2003,468922.0,885360.0
GTM,2004,400974.0,1291563.0
GTM,2005,3077120.0,1282101.0
GTM,2006,2167058.0,3196242.0
GTM,2007,2617046.0,2748480.0
GTM,2008,4910848.0,6445378.0
GTM,2009,20176771.0,14738398.0
GTM,2010,13297864.0,13266993.0
GTM,2011,17431399.0,16186425.0
GTM,2012,21176717.0,22401354.0
GTM,2013,25670513.0,25086833.0
GTM,2014,25873762.0,24530307.0
GTM,2015,34104099.0,36636737.0
GTM,2016,43869275.0,38626572.01
GTM,2017,78714655.0,91868996.4
GTM,2018,73873338.0,0
GTM,2019,122046946.0,0
GTM,2020,204190480.0,0
GTM,2021,399048398.0,0
GUY,2002,94268.0,134417.0
GUY,2003,1693.0,125581.0
GUY,2004,205379.0,35769.0
GUY,2005,156287.0,155750.0
GUY,2006,350060.0,2312702.0
GUY,2007,5020776.0,303850.0
GUY,2008,214331.0,0
GUY,2009,804338.0,0
GUY,2010,4806072.0,3421805.0
GUY,2011,934425.0,0
GUY,2012,553902.0,0
GUY,2013,954272.0,0
GUY,2014,1088199.0,0
GUY,2015,713453.39,0
GUY,2016,789502.0,0
GUY,2017,1016970.9,0
GUY,2018,3938398.61,0
GUY,2019,2620972.46,0
GUY,2020,2107447.83,0
GUY,2021,2887007.89,0
HKG,2002,258554920.0,340168123.0
HKG,2003,345302444.0,368734363.0
HKG,2004,448714763.0,380055970.0
HKG,2005,498533489.0,353112820.0
HKG,2006,623434918.0,452984755.0
HKG,2007,742116946.0,582522824.0
HKG,2008,999342432.0,877189662.0
HKG,2009,1278969610.0,1034099464.0
HKG,2010,1959593909.0,1464177811.0
HKG,2011,2520970276.0,2205716065.0
HKG,2012,4714469386.0,3705368841.0
HKG,2013,5060349528.0,4113496891.0
HKG,2014,5490033019.0,5264730980.0
HKG,2015,6568842306.09,6959274105.0
HKG,2016,6995620402.94,6088076565.76
HKG,2017,7910077586.35,7574306658.7
HKG,2018,8439277479.5,7957597076.76
HKG,2019,10027081129.24,7161561214.98
HKG,2020,15257004248.63,10435730603.25
HKG,2021,15138766314.0,11985199865.61
HND,2002,93589.0,1718061.0
HND,2003,87147.0,812283.0
HND,2004,133769.0,2079168.0
HND,2005,101831.0,2189506.0
HND,2006,109113.0,5381483.0
HND,2007,445270.0,1778038.0
HND,2008,0,4365891.0
HND,2009,2180222.0,2862740.0
HND,2010,5099683.0,6575494.0
HND,2011,7733320.0,6725350.0
HND,2012,11697992.0,5440714.0
HND,2013,0,6044371.0
HND,2014,33026253.0,31394707.0
HND,2015,54441701.0,12355589.0
HND,2016,55509227.0,12826616.64
HND,2017,56845398.99,20103882.8
HND,2018,44774625.76,0
HND,2019,71372105.83,0
HND,2020,71347069.34,0
HND,2021,127309909.6,0
HRV,2002,9846889.0,1319688.0
HRV,2003,14469500.0,3248916.0
HRV,2004,17521589.0,3674369.0
HRV,2005,21057560.0,4538205.0
HRV,2006,31118338.0,6646662.0
HRV,2007,47487739.0,11590399.0
HRV,2008,62884301.0,17155869.0
HRV,2009,52518005.0,39381993.0
HRV,2010,48672225.0,15902100.0
HRV,2011,59530910.0,14250250.0
HRV,2012,64364384.0,15532024.0
HRV,2013,22017176.0,14835860.0
HRV,2014,28472171.0,25361444.0
HRV,2015,23914211.0,32636354.0
HRV,2016,27535907.0,45577977.58
HRV,2017,34515398.0,60586625.2
HRV,2018,34200491.0,77205899.04
HRV,2019,37828983.0,84131910.51
HRV,2020,32836563.0,50414029.02
HRV,2021,33383265.0,52550302.77
HTI,2002,0,131668.0
HTI,2003,0,38642.0
HTI,2004,0,219368.0
HTI,2005,0,255051.0
HTI,2006,0,1236907.0
HTI,2007,0,419632.0
HTI,2010,0,30613002.0
HTI,2011,0,14400258.0
HTI,2012,0,11984571.0
HTI,2013,37342037.65,43215769.0
HTI,2014,24911716.84,18554963.0
HTI,2015,42207116.28,28205267.0
HTI,2016,24850217.32,19778827.08
HTI,2017,23437014.43,23167930.5
HUN,2002,37137000.0,21206472.0
HUN,2003,46819000.0,18337527.0
HUN,2004,20973000.0,21626592.0
HUN,2005,21320000.0,27041085.0
HUN,2006,25373000.0,33041961.0
HUN,2007,51891000.0,62713647.0
HUN,2008,50440000.0,70369713.0
HUN,2009,50110000.0,62451299.0
HUN,2010,28415000.0,38425014.0
HUN,2011,35982000.0,51338115.0
HUN,2012,44630786.0,57576917.0
HUN,2013,48650438.0,60060582.0
HUN,2014,50557933.0,54998058.0
HUN,2015,75670728.0,65735141.0
HUN,2016,124246185.0,93331658.58
HUN,2017,277715609.0,206581791.1
HUN,2018,536574707.0,401168028.06
HUN,2019,540768878.0,408226462.72
HUN,2020,1008412010.0,925032812.49
HUN,2021,973443772.0,570197546.18
IDN,2002,258947544.0,331966572.0
IDN,2003,415580174.0,467224103.0
IDN,2004,415798594.0,452860997.0
IDN,2005,439028586.0,468847952.0
IDN,2006,846802554.0,957925970.0
IDN,2007,994197056.0,1153201338.0
IDN,2008,717667693.0,751208872.0
IDN,2009,653741932.0,754054282.0
IDN,2010,1142267094.0,1433419494.0
IDN,2011,2382947619.0,2358900369.0
IDN,2012,2595006406.0,2357706297.0
IDN,2013,2722637451.0,2502204302.0
IDN,2014,3417776777.0,2890397310.0
IDN,2015,3161530523.0,2847607206.0
IDN,2016,3228402149.0,2617850586.73
IDN,2017,3228760343.0,2858867978.3
IDN,2018,3794629974.0,3533690964.23
IDN,2019,3848195857.0,3369982785.5
IDN,2020,3130605755.0,2823619833.66
IDN,2021,4213236813.0,3915595963.63
IND,2002,28053176.0,52030340.0
IND,2003,33557124.0,32272789.0
IND,2004,73208156.0,78614780.0
IND,2005,127378217.0,97755684.0
IND,2006,159826208.0,137837379.0
IND,2007,153133886.0,179656867.0
IND,2008,371604831.0,388992744.0
IND,2009,442905806.0,419576981.0
IND,2010,993511953.0,991629599.0
IND,2011,1554279785.0,1553921231.0
IND,2012,1945485251.0,1782177796.0
IND,2013,2826668139.0,2354695378.0
IND,2014,2781692510.0,2510734109.0
IND,2015,2680088909.0,2469722108.0
IND,2016,3105624994.0,2687193236.06
IND,2017,4141951313.64,3756251064.6
IND,2018,7223367211.02,6543813993.33
IND,2019,7446093333.86,6675949031.78
IND,2020,5564634467.35,5234076826.71
IND,2021,7075314752.77,6258022022.28
IRL,2002,46585673.34,19155611.0
IRL,2003,47249715.28,17120572.0
IRL,2004,66173360.66,28271688.0
IRL,2005,73658785.98,25141852.0
IRL,2006,96360604.99,38107011.0
IRL,2007,133171413.94,54908313.0
IRL,2008,132940184.0,54253401.0
IRL,2009,102717922.58,39546220.0
IRL,2010,101679162.37,46105450.0
IRL,2011,120272812.74,63673662.0
IRL,2012,129042523.79,80975785.0
IRL,2013,118560809.64,73766157.0
IRL,2014,151733603.19,102150207.0
IRL,2015,160125035.99,115042768.0
IRL,2016,180548568.84,112291632.74
IRL,2017,177445222.6,107994900.8
IRL,2018,197612495.38,147232088.73
IRL,2019,260555323.25,147907702.52
IRL,2020,333263794.73,172679001.18
IRL,2021,776236983.52,343854018.5
IRN,2002,3710232.0,10383224.0
IRN,2003,10740595.0,14056006.0
IRN,2004,8094204.0,19753490.0
IRN,2005,44968373.0,82594050.0
IRN,2006,2544947.0,16423725.0
IRN,2007,0,30255097.0
IRN,2008,0,79032494.0
IRN,2009,0,27513129.0
IRN,2010,12047406.0,44277258.0
IRN,2011,16430671.0,0
IRN,2013,6151580.42,330485.0
IRN,2014,13270420.36,440239.0
IRN,2015,25316527.0,0
IRN,2016,41036229.9,0
IRN,2017,79546396.0,0
IRN,2018,45740433.0,0
IRN,2019,47839445.0,0
IRN,2020,32860934.0,0
IRN,2021,42348428.0,0
IRQ,2002,0,439881069.0
IRQ,2003,0,151260486.0
IRQ,2004,0,184511720.0
IRQ,2005,0,101000580.0
IRQ,2006,0,117534172.0
IRQ,2007,0,14830020.0
IRQ,2008,0,124284778.0
