iso3,year,imports_from_vn_usd,vn_reported_exports_usd
IRQ,2009,0,90185118.0
IRQ,2010,0,188348936.0
IRQ,2011,0,149574274.0
IRQ,2014,30717208.0,0
IRQ,2018,0,379157200.7
IRQ,2019,0,382012484.32
IRQ,2020,0,298687689.6
IRQ,2021,8192321.0,282640531.68
ISL,2002,2227457.0,2182694.0
ISL,2003,3207061.0,1480071.0
ISL,2004,4767273.0,4418409.0
ISL,2005,5072145.0,1926655.0
ISL,2006,5858081.0,3478708.0
ISL,2007,8195772.0,4749001.0
ISL,2008,8308766.0,8588550.0
ISL,2009,5170307.0,0
ISL,2010,7722164.0,1698804.0
ISL,2011,9669808.0,0
ISL,2012,10287262.0,0
ISL,2013,12941632.0,0
ISL,2014,11484468.0,0
ISL,2015,13480617.0,5772480.0
ISL,2016,17043518.0,872377.91
ISL,2017,23179625.1,0
ISL,2018,29627531.79,4326740.72
ISL,2019,45019085.19,8299221.21
ISL,2020,41648878.03,2929954.87
ISL,2021,59436704.6,2646560.0
ISR,2002,19531000.0,19459959.0
ISR,2003,23432000.0,19938443.0
ISR,2004,33192000.0,32176912.0
ISR,2005,37223000.0,31585780.0
ISR,2006,45244000.0,44186765.0
ISR,2007,64288000.0,58093020.0
ISR,2008,140030000.0,82697006.0
ISR,2009,71568000.0,76936810.0
ISR,2010,84557000.0,97478123.0
ISR,2011,129797000.0,170750038.0
ISR,2012,208359000.0,279274269.0
ISR,2013,294289000.0,404513767.0
ISR,2014,379953000.0,495824449.0
ISR,2015,408918000.0,533652405.0
ISR,2016,442365000.0,554091166.91
ISR,2017,598801000.0,711419293.8
ISR,2018,946326000.0,779841908.77
ISR,2019,982495000.0,774298811.17
ISR,2020,386809000.0,683230099.49
ISR,2021,337469000.0,780494386.09
ITA,2002,373206561.49,264640919.0
ITA,2003,449275212.72,330941127.0
ITA,2004,501700689.22,369873325.0
ITA,2005,586497944.0,470054026.0
ITA,2006,764014629.08,653081632.0
ITA,2007,952120613.49,816849007.0
ITA,2008,1181288303.2,1002760946.0
ITA,2009,978824583.04,804629146.0
ITA,2010,1179685367.0,980141338.0
ITA,2011,1762863408.0,1534325967.0
ITA,2012,2337567891.0,1876555639.0
ITA,2013,2891227623.0,2290696844.0
ITA,2014,2986680520.0,2740093506.0
ITA,2015,2950584444.71,2847802642.0
ITA,2016,3285791372.87,3264814560.8
ITA,2017,2866574717.29,2734907503.2
ITA,2018,3009098331.85,2890292659.76
ITA,2019,3511333175.92,3439949265.38
ITA,2020,3269732259.86,3102293467.7
ITA,2021,4168785607.9,3842471246.05
JAM,2002,243380.0,151921.0
JAM,2003,137092.0,322346.0
JAM,2004,198033.0,233297.0
JAM,2005,344610.0,676261.0
JAM,2006,653771.0,572380.0
JAM,2007,1428531.0,1173145.0
JAM,2008,2405235.0,2019205.0
JAM,2009,8191828.0,0
JAM,2010,2975100.0,3749476.0
JAM,2011,5448811.0,5566909.0
JAM,2012,7773507.0,0
JAM,2013,6839353.0,5664344.0
JAM,2014,7545896.77,6837321.0
JAM,2015,7926071.0,5815323.0
JAM,2016,11385752.0,11425791.8
JAM,2017,11395666.96,11903503.3
JAM,2018,13686124.23,0
JAM,2019,19784021.84,0
JAM,2020,14489288.97,0
JAM,2021,15904897.65,0
JOR,2002,1321592.0,1013298.0
JOR,2003,1464374.0,3721812.0
JOR,2004,3533382.0,13092019.0
JOR,2005,4400564.0,10693179.0
JOR,2006,6450386.0,16822022.0
JOR,2007,17641933.0,19322087.0
JOR,2008,28213925.0,33887483.0
JOR,2009,26078221.0,48496359.0
JOR,2010,27148245.0,38564520.0
JOR,2011,31060619.0,38892307.0
JOR,2012,62396736.0,42191381.0
JOR,2013,108109073.0,48202984.0
JOR,2014,125354400.0,81463159.0
JOR,2015,191124704.0,159164715.0
JOR,2016,173641636.0,127630126.49
JOR,2017,151419978.28,117123415.9
JOR,2018,173840973.13,0
JOR,2019,222548887.58,0
JOR,2020,182580062.28,0
JOR,2021,200482845.3,0
JPN,2002,2528676972.0,2436957891.0
JPN,2003,3094972064.0,2908599723.0
JPN,2004,3857875587.0,3542130129.0
JPN,2005,4544013043.0,4340271921.0
JPN,2006,5292923360.0,5240086602.0
JPN,2007,6123720087.0,6089978312.0
JPN,2008,9094704901.0,8467749670.0
JPN,2009,6956198855.0,6335602139.0
JPN,2010,8174871417.0,7727659574.0
JPN,2011,11552108630.0,11091713170.0
JPN,2012,15083937382.0,13064523504.0
JPN,2013,14233008151.0,13544244953.0
JPN,2014,15416848681.0,14674922642.0
JPN,2015,15141228639.0,14100341294.0
JPN,2016,16237799931.0,14671488768.19
JPN,2017,18533199404.78,16792127679.6
JPN,2018,21135596767.28,18833674920.12
JPN,2019,22484506820.21,20426601608.17
JPN,2020,22046171956.9,19269479104.17
JPN,2021,23001580866.29,20117891770.78
KAZ,2002,82900.0,102337.0
KAZ,2003,1038700.0,591060.0
KAZ,2004,2191353.0,796158.0
KAZ,2005,4291865.0,1466220.0
KAZ,2006,5085892.0,1924581.0
KAZ,2007,12018839.0,5355069.0
KAZ,2008,23167884.0,14006280.0
KAZ,2009,21979426.0,13971679.0
KAZ,2010,27360042.0,15475639.0
KAZ,2011,51802750.0,36257341.0
KAZ,2012,115862000.0,72169053.0
KAZ,2013,235643391.0,154308662.0
KAZ,2014,269930896.0,219050226.0
KAZ,2015,195548231.0,154028234.0
KAZ,2016,198813120.0,141927817.59
KAZ,2017,276542881.56,201458806.2
KAZ,2018,288184756.2,209358771.03
KAZ,2019,309178414.99,241235685.09
KAZ,2020,30619229.81,262562836.04
KAZ,2021,35847348.46,439290453.46
KEN,2002,2419319.0,3003776.0
KEN,2003,5337158.0,5903297.0
KEN,2004,0,21652263.0
KEN,2005,15730135.0,24606966.0
KEN,2006,18421979.0,29091291.0
KEN,2007,7750741.0,9704634.0
KEN,2008,13688201.0,37449209.0
KEN,2009,17282964.0,41589319.0
KEN,2010,24798802.0,42615558.0
KEN,2011,0,62356408.0
KEN,2012,0,64010811.0
KEN,2013,65082799.0,50616707.0
KEN,2014,0,39029307.0
KEN,2015,33265942.0,34490949.0
KEN,2016,58333904.1,58315245.52
KEN,2017,39212580.88,33741270.0
KEN,2018,44951666.22,39278109.32
KEN,2019,38857655.47,38140118.16
KEN,2020,60085577.24,91811731.74
KEN,2021,90394016.12,89340446.91
KGZ,2002,21946.0,52290.0
KGZ,2003,18475.0,67730.0
KGZ,2004,95578.0,4826.0
KGZ,2005,187951.0,39928.0
KGZ,2006,178711.0,42034.0
KGZ,2007,325196.0,345307.0
KGZ,2008,788090.0,1635538.0
KGZ,2009,1215854.0,0
KGZ,2010,3623858.0,0
KGZ,2011,1626729.0,0
KGZ,2012,7576250.0,0
KGZ,2013,3053404.0,6605.0
KGZ,2014,4047302.0,0
KGZ,2015,3683546.0,0
KGZ,2016,3053181.0,0
KGZ,2017,3021490.0,0
KGZ,2018,6228876.0,0
KGZ,2019,7214385.0,0
KGZ,2020,4799766.0,0
KGZ,2021,28626754.0,0
KHM,2002,98527631.0,178412324.0
KHM,2003,129584682.0,267288531.0
KHM,2004,168635405.0,383973668.0
KHM,2005,181888445.0,555638558.0
KHM,2006,270273875.0,780611153.0
KHM,2007,348247078.0,1041067564.0
KHM,2008,471591402.0,1531599666.0
KHM,2009,493812361.0,1166536367.0
KHM,2010,487290700.0,1563822100.0
KHM,2011,882920666.0,2519028736.0
KHM,2012,1055158572.0,2929946418.0
KHM,2013,982294064.0,2933996771.0
KHM,2014,870144935.0,2685436831.0
KHM,2015,926966000.0,2395221415.0
KHM,2016,1415992835.0,2199398046.64
KHM,2017,1682287891.21,2762308779.7
KHM,2018,2220967884.92,3791860146.46
KHM,2019,2724846352.02,4311011850.46
KHM,2020,2655998204.1,4221095951.68
KHM,2021,3019091224.29,4830371480.59
KIR,2002,0,30742.0
KIR,2004,0,212922.0
KIR,2005,32525.0,124141.0
KIR,2006,86635.0,67117.0
KIR,2008,195278.0,0
KIR,2009,565733.0,3435511.0
KIR,2010,687189.0,3132886.0
KIR,2011,738788.0,0
KIR,2012,613386.0,0
KIR,2013,671692.0,0
KIR,2014,694948.85,3103488.0
KIR,2015,1232716.5,1537086.0
KIR,2016,734385.34,6045968.74
KIR,2017,6555240.04,6044068.3
KIR,2018,4200111.64,0
KIR,2020,2596953.57,0
KIR,2021,1148338.52,0
KNA,2002,0,37676.0
KNA,2003,2045.0,246376.0
KNA,2005,312.0,0
KNA,2006,17133.0,0
KNA,2007,14742.0,0
KNA,2008,29488.0,0
KNA,2009,26193.0,0
KNA,2010,8237.0,0
KNA,2011,93387.0,0
KNA,2012,37080.0,0
KNA,2013,20206.0,0
KNA,2014,66684.0,0
KNA,2015,126838.13,0
KNA,2016,973720.05,0
KNA,2017,65668.53,0
KOR,2002,470308596.0,468716207.0
KOR,2003,510700242.0,492124577.0
KOR,2004,673300307.0,608109492.0
KOR,2005,694043322.0,663619865.0
KOR,2006,924856326.0,842892525.0
KOR,2007,1391587987.0,1243353028.0
KOR,2008,2037075386.0,1793525458.0
KOR,2009,2369969904.0,2077777363.0
KOR,2010,3330814526.0,3092225453.0
KOR,2011,5084245632.0,4866729300.0
KOR,2012,5719245799.0,5580892981.0
KOR,2013,7175193078.0,6682944914.0
KOR,2014,7988701165.0,7167478728.0
KOR,2015,9804830607.0,8915383866.0
KOR,2016,12495154372.0,11406058033.79
KOR,2017,16176991730.0,14807156028.1
KOR,2018,19643384556.0,18240594872.28
KOR,2019,21071556716.0,19729245459.74
KOR,2020,20578589447.0,19125191194.83
KOR,2021,23965706578.0,21934463617.35
KWT,2002,8103408.0,2610778.0
KWT,2003,9959752.0,6917100.0
KWT,2004,14959156.0,3650965.0
KWT,2005,0,11808196.0
KWT,2006,34215825.0,11080393.0
KWT,2007,33508366.0,19300345.0
KWT,2008,64982198.0,61492374.0
KWT,2009,0,40905381.0
KWT,2010,48741806.0,29909367.0
KWT,2011,69500894.0,28914936.0
KWT,2012,0,29201876.0
KWT,2013,238009849.0,35281209.0
KWT,2014,398451888.0,72182567.0
KWT,2015,547965833.71,88173780.0
KWT,2016,493179476.92,73260714.39
KWT,2017,463905917.59,62369205.8
KWT,2018,527001043.0,77051420.83
KWT,2019,389304019.0,61657660.55
KWT,2020,359551274.0,62990964.65
KWT,2021,394830635.0,60212736.5
LAO,2002,0,64683243.0
LAO,2003,0,51777430.0
LAO,2004,0,68426488.0
LAO,2005,0,69204101.0
LAO,2006,0,94957885.0
LAO,2007,0,109682466.0
LAO,2008,0,160342217.0
LAO,2009,0,172208605.0
LAO,2010,120699516.0,199986848.0
LAO,2011,259636607.0,286570912.0
LAO,2012,362539277.0,432583949.0
LAO,2013,297365068.0,423186684.0
LAO,2014,411150896.0,484030928.0
LAO,2015,526526091.0,523310656.0
LAO,2016,412994074.0,477757435.17
LAO,2017,369955530.46,518346360.2
LAO,2018,608365676.31,595202779.06
LAO,2019,451468497.59,702545475.31
LAO,2020,402078591.08,569114514.1
LAO,2021,465778241.66,594828430.47
LBN,2002,7442675.0,3924957.0
LBN,2003,8245303.0,4473118.0
LBN,2004,11571000.0,6518314.0
LBN,2005,13792000.0,8235474.0
LBN,2006,19491855.0,17775687.0
LBN,2007,25889557.0,16369959.0
LBN,2008,35353838.0,24333188.0
LBN,2009,50697967.0,36215461.0
LBN,2010,53895529.0,35090038.0
LBN,2011,66549875.0,46204713.0
LBN,2012,80165380.0,53892824.0
LBN,2013,124718909.0,53569079.0
LBN,2014,113483410.0,69592547.0
LBN,2015,103474457.67,57203898.0
LBN,2016,119317323.0,60374166.97
LBN,2017,127566884.0,68988209.7
LBN,2018,156913253.0,0
LBN,2019,158087969.5,0
LBN,2020,57269258.0,0
LBN,2021,42215000.0,0
LBR,2002,0,546966.0
LBR,2003,0,229831.0
LBR,2004,0,1018268.0
LBR,2005,0,21238073.0
LBR,2006,0,1225261.0
LBR,2007,0,1849101.0
LBR,2008,0,38878594.0
LBR,2009,0,3158902.0
LBR,2010,0,35737292.0
LBR,2011,0,57032435.0
LBR,2012,0,17678442.0
LBR,2013,0,11676308.0
LBR,2014,0,38592696.0
LBR,2015,0,98450204.0
LBR,2016,0,36253024.15
LBR,2017,1732981.0,36742271.8
LBR,2018,2326274.28,0
LBR,2019,2786258.79,0
LBR,2020,1317567.03,0
LBR,2021,4619030.28,0
LBY,2002,0,231204.0
LBY,2003,0,625431.0
LBY,2004,0,6109495.0
LBY,2005,0,1697143.0
LBY,2006,0,570406.0
LBY,2007,270166.0,2350045.0
LBY,2008,865434.0,4325604.0
LBY,2009,2309099.0,5398600.0
LBY,2010,4241059.0,8110929.0
LBY,2012,0,27202662.0
LBY,2013,0,29693295.0
LBY,2014,0,30024671.0
LBY,2015,0,32560242.0
LBY,2016,0,19935212.63
LBY,2017,0,18386640.2
LCA,2002,21198.0,290438.0
LCA,2003,35874.0,26634.0
LCA,2004,58502.0,0
LCA,2005,107538.0,38896.0
LCA,2006,109496.0,0
LCA,2007,47946.0,0
LCA,2008,50217.0,0
LCA,2009,116601.0,0
LCA,2010,86368.0,0
LCA,2011,140714.0,0
LCA,2012,143899.0,0
LCA,2013,197067.0,0
LCA,2014,100071.0,0
LCA,2015,177796.0,0
LCA,2016,208331.0,0
LCA,2017,461076.01,0
LCA,2018,1664303.56,0
LCA,2019,1842712.57,0
LCA,2020,1361844.74,0
LKA,2002,5470849.0,6755830.0
LKA,2003,7834747.0,5779545.0
LKA,2004,9002831.0,22121739.0
LKA,2005,11432836.0,20143081.0
LKA,2006,15518777.0,20611724.0
LKA,2007,20928639.0,38234504.0
LKA,2008,28040576.0,40037031.0
LKA,2009,22254459.0,26414068.0
LKA,2010,43852429.0,62368974.0
LKA,2011,98439650.0,83606868.0
LKA,2012,98820223.0,95273738.0
LKA,2013,181337440.0,130350967.0
LKA,2014,192157053.0,166694670.0
LKA,2015,244301096.0,192441620.0
LKA,2016,269571820.0,186731886.88
LKA,2017,280799015.38,224826301.6
LKA,2018,0,204217652.92
LKA,2019,302136596.06,248770339.95
LKA,2020,250791169.56,214600093.77
LKA,2021,426650971.2,350799660.96
LSO,2002,0,159531.0
LSO,2003,165050.61,0
LSO,2004,65882.52,0
LSO,2005,0,99697.0
LSO,2010,1473930.1,0
LSO,2011,7107.71,0
LSO,2012,3317184.16,15744395.0
LSO,2013,8936401.8,17465825.0
LSO,2014,8221856.12,11707690.0
LSO,2015,18287354.69,16110640.0
LSO,2016,9944829.65,11649576.81
LSO,2018,8492110.14,0
LSO,2019,7795347.35,0
LSO,2020,8653838.66,0
LSO,2021,11546654.44,0
LTU,2002,3255450.0,5446990.0
LTU,2003,4784123.0,4283476.0
LTU,2004,3857184.0,7265220.0
LTU,2005,4882694.0,16341775.0
LTU,2006,8009687.0,14099328.0
LTU,2007,13288423.0,17443391.0
LTU,2008,25420553.0,29900706.0
LTU,2009,27249758.0,37748863.0
LTU,2010,16301626.0,24230504.0
LTU,2011,15745488.0,22597905.0
LTU,2012,19633017.0,36880978.0
LTU,2013,15610366.0,43057196.0
LTU,2014,20664619.0,51429066.0
LTU,2015,23670968.0,37772201.0
LTU,2016,23620737.0,48345055.41
LTU,2017,28079257.0,60214626.3
LTU,2018,27771153.0,68855720.01
LTU,2019,38240602.0,117461993.77
LTU,2020,43536134.0,104306159.22
LTU,2021,67314656.0,102274126.37
LUX,2002,187773.0,321552.0
LUX,2003,123789.0,21790.0
LUX,2004,228746.0,107628.0
LUX,2005,204138.0,135278.0
LUX,2006,66835.0,589639.0
LUX,2007,185937.0,486305.0
LUX,2008,8087824.0,0
LUX,2009,23967546.0,17262317.0
LUX,2010,13110521.0,22557354.0
LUX,2011,11438983.0,27171398.0
LUX,2012,13955408.0,29073657.0
LUX,2013,69234768.0,43033098.0
LUX,2014,99114348.0,31517157.0
LUX,2015,83495572.0,40184309.0
LUX,2016,99771503.0,31624136.86
LUX,2017,128833642.71,35792281.5
LUX,2018,166758507.31,93042508.94
LUX,2019,166039089.89,51030694.17
LUX,2020,165794782.96,64895549.86
LUX,2021,225425663.3,126837289.34
LVA,2002,1339400.45,1083145.0
LVA,2003,2141364.67,3332025.0
LVA,2004,2691866.81,3490662.0
LVA,2005,3306621.5,3676907.0
LVA,2006,3835196.46,5084668.0
LVA,2007,5043054.79,8932620.0
LVA,2008,8381201.79,11697465.0
LVA,2009,7381090.1,10247614.0
LVA,2010,7389964.0,10002656.0
LVA,2011,20350328.0,40636705.0
LVA,2012,58175146.0,72513943.0
LVA,2013,112998151.0,102283249.0
LVA,2014,109421382.46,136963661.0
LVA,2015,112439582.19,138564722.0
LVA,2016,121896726.55,152301640.92
LVA,2017,133435994.74,157980452.1
LVA,2018,159415504.27,178126966.62
LVA,2019,183708949.76,204511693.16
LVA,2020,194701831.13,209926025.01
LVA,2021,212195340.85,219244105.3
MAC,2002,1508301.21,475110.0
MAC,2003,2009331.72,878036.0
MAC,2004,5778167.77,2417659.0
MAC,2005,7892792.27,1744428.0
MAC,2006,8779055.44,7033659.0
MAC,2007,11312795.31,3246894.0
MAC,2008,12771469.31,11578525.0
MAC,2009,13617000.72,0
MAC,2010,14336505.21,0
MAC,2011,19005454.29,0
MAC,2012,24082520.59,3375316.0
MAC,2013,28323148.33,0
MAC,2014,33237795.04,104750.0
MAC,2015,4681496.0,22475052.0
MAC,2016,48331815.0,8030885.78
MAC,2017,56513849.12,5933005.2
MAC,2018,70802416.26,0
MAC,2019,82145154.7,0
MAC,2020,72419204.03,0
MAC,2021,82288860.66,0
MAR,2002,3558010.44,3033993.0
MAR,2003,5667837.06,3332082.0
MAR,2004,12168648.19,8880061.0
MAR,2005,16113303.59,10859515.0
MAR,2006,19871093.13,11128790.0
MAR,2007,39790603.34,27486496.0
MAR,2008,46772009.72,30222147.0
MAR,2009,47200463.52,29044877.0
MAR,2010,40299531.0,28330098.0
MAR,2011,51244204.0,40488481.0
MAR,2012,128222257.0,82033262.0
MAR,2013,145902455.0,100962618.0
MAR,2014,187541567.0,147206865.0
MAR,2015,195027899.59,145986327.0
MAR,2016,270861586.0,175812439.98
MAR,2017,215787275.85,155555966.3
MAR,2018,243236125.04,185920904.33
MAR,2019,263441879.47,195597449.62
MAR,2020,268654725.92,160397941.59
MAR,2021,333893045.57,202220899.09
MDA,2002,1959702.0,721784.0
MDA,2003,3920163.0,1072966.0
MDA,2004,1477468.0,465495.0
MDA,2005,3317337.0,1741929.0
MDA,2006,5221605.0,1252647.0
MDA,2007,9436498.0,2082791.0
MDA,2008,15732231.0,5508831.0
MDA,2009,15849118.0,4799574.0
MDA,2010,15430250.0,3104542.0
MDA,2011,17873889.0,0
MDA,2012,17288917.0,0
MDA,2013,18260392.0,0
MDA,2014,15420075.0,0
MDA,2015,11818202.0,0
MDA,2016,22381564.0,0
MDA,2017,38383978.0,0
MDA,2018,38634011.0,0
MDA,2019,47233331.0,0
MDA,2020,45229711.0,0
MDA,2021,52818284.0,0
MDG,2002,147717.49,420151.0
MDG,2003,837444.52,935691.0
MDG,2004,2690579.5,2141193.0
MDG,2005,4144007.53,3579172.0
MDG,2006,5625557.11,3012730.0
MDG,2007,18345757.82,9353838.0
MDG,2008,15590475.58,9847166.0
MDG,2009,8594800.17,5206793.0
MDG,2010,4307086.95,4532986.0
MDG,2011,6052374.71,0
MDG,2012,8100962.96,0
MDG,2013,25144725.72,33991196.0
MDG,2014,16693711.69,9059007.0
MDG,2015,33169416.16,15678065.0
MDG,2016,17695946.69,12021804.11
MDG,2017,19627748.77,8487721.0
MDG,2018,24332077.49,0
MDG,2019,22151088.59,0
MDG,2020,20847447.28,0
MDG,2021,37941235.52,0
MDV,2002,150.0,3401.0
MDV,2003,5415.0,46899.0
MDV,2004,270494.0,270079.0
MDV,2005,337501.0,396725.0
MDV,2006,67611.0,729367.0
MDV,2007,228726.0,502169.0
MDV,2008,521226.0,0
MDV,2009,379195.0,0
MDV,2010,156021.0,0
MDV,2011,1052735.0,0
MDV,2012,2353458.0,0
MDV,2013,4245567.0,0
MDV,2014,6380324.0,2481.0
MDV,2015,7090105.0,0
MDV,2016,8892617.0,9655310.34
MDV,2017,11547591.72,0
MDV,2018,13149191.93,0
MDV,2019,14362960.17,0
MDV,2020,12522480.76,0
MDV,2021,12976397.6,0
MEX,2002,108499990.0,60484580.0
MEX,2003,118222534.0,78292883.0
MEX,2004,177532755.0,127743399.0
MEX,2005,274399690.0,191535105.0
MEX,2006,376884661.0,285516776.0
MEX,2007,473284342.0,360380726.0
MEX,2008,614161818.0,436441894.0
MEX,2009,613522980.0,359089700.0
MEX,2010,835804944.0,488829219.0
MEX,2011,973263444.0,589749217.0
MEX,2012,1153986894.0,682770407.0
MEX,2013,1486020588.0,891974140.0
MEX,2014,2090830961.0,1035857987.0
MEX,2015,3691584511.0,1545548003.0
MEX,2016,4012516297.0,1888365829.56
MEX,2017,4615636985.0,2338388980.8
MEX,2018,4410722135.0,2239575584.8
MEX,2019,6079020615.0,2829015252.43
MEX,2020,6604432873.0,3157097247.38
MEX,2021,8608257391.0,4562565162.41
MKD,2002,1249869.52,1192098.0
MKD,2003,1012954.54,658562.0
MKD,2004,1094949.35,366850.0
MKD,2005,1548244.4,81473.0
MKD,2006,2115547.66,114992.0
MKD,2007,4037671.89,630601.0
MKD,2008,7587331.14,0
MKD,2009,5929315.62,0
MKD,2010,6538635.31,1008357.0
MKD,2011,8472951.0,0
MKD,2012,11789297.0,0
MKD,2013,18459423.0,0
MKD,2014,22230975.0,0
MKD,2015,27365105.85,0
MKD,2016,41420158.05,0
MKD,2017,57098004.8,0
MKD,2018,63480831.8,0
MKD,2019,60520256.3,0
MKD,2020,59379420.32,0
MKD,2021,63056313.8,0
MLI,2002,2063272.0,1469881.0
MLI,2003,2842150.0,1706104.0
MLI,2004,1716969.0,1266436.0
MLI,2005,17201626.0,1537653.0
MLI,2006,10199437.0,2880323.0
MLI,2007,9313095.0,6819334.0
MLI,2008,1028790.0,3593208.0
MLI,2010,5762400.0,5760257.0
MLI,2011,16581007.0,5541704.0
MLI,2012,17606283.0,8844638.0
MLI,2013,0,14213317.0
MLI,2014,0,7246591.0
MLI,2015,0,1312889.0
MLI,2016,6531753.0,4691234.94
MLI,2017,3667956.0,30512813.0
MLI,2018,1644303.62,0
MLI,2019,5883331.7,0
MLI,2020,12296136.08,0
MLI,2021,15022759.2,0
MLT,2002,768467.0,240750.0
MLT,2003,1211398.0,505694.0
MLT,2004,869226.0,757700.0
MLT,2005,1211697.0,2120263.0
MLT,2006,7106154.0,1926011.0
MLT,2007,1416920.0,1241498.0
MLT,2008,2343219.0,2809564.0
MLT,2009,2273623.0,3311793.0
MLT,2010,4238597.0,3452722.0
MLT,2011,9580153.0,0
MLT,2012,2389086.0,19846349.0
MLT,2013,2928975.0,8457904.0
MLT,2014,3508783.0,9599465.0
MLT,2015,2562293.0,95686837.0
MLT,2016,11239516.0,72725371.42
MLT,2017,599716.29,12825289.7
MLT,2018,26275036.46,74478024.65
MLT,2019,28097574.34,10185393.05
MLT,2020,4662816.43,14079606.98
MLT,2021,5110020.05,9516906.56
MMR,2002,0,7125061.0
MMR,2003,0,12525791.0
MMR,2004,0,14014932.0
MMR,2005,0,11977525.0
MMR,2006,0,16464508.0
MMR,2007,0,21810772.0
MMR,2008,0,32634653.0
MMR,2009,0,33942022.0
MMR,2010,38024445.11,49520721.0
MMR,2011,59364304.0,82457761.0
MMR,2012,55372276.0,117812721.0
MMR,2013,147507847.0,229746918.0
MMR,2014,238349413.6,344982811.0
MMR,2015,268723728.34,375723829.0
MMR,2016,355188016.74,461627012.94
MMR,2017,571956218.01,701397284.7
MMR,2018,586467983.29,702069961.24
MMR,2019,624908289.27,721494364.61
MMR,2020,588105393.34,633261187.18
MMR,2021,336596507.47,408279794.18
MNE,2006,3215528.0,0
MNE,2007,4830614.0,0
MNE,2008,6819103.0,0
MNE,2009,5907855.0,0
MNE,2010,4967116.0,1923182.0
MNE,2011,5949015.0,0
MNE,2012,6643207.0,0
MNE,2013,7581655.0,0
MNE,2014,11720373.0,0
MNE,2015,13431363.0,0
MNE,2016,15801574.74,0
MNE,2017,16325914.2,0
MNE,2018,18728611.41,0
MNE,2019,22504167.98,0
MNE,2020,24380786.26,0
MNE,2021,24853774.95,0
MNG,2002,0,1220146.0
MNG,2003,1728031.0,1052478.0
MNG,2004,2200116.0,1715933.0
MNG,2005,2568915.0,2406086.0
MNG,2006,2961639.0,2991068.0
MNG,2007,5504118.0,5060307.0
MNG,2008,0,7463268.0
MNG,2009,0,9827598.0
MNG,2012,0,15633627.0
MNG,2013,22304470.0,18333267.0
MNG,2014,24405922.0,17500778.0
MNG,2015,29132940.0,13156273.0
MNG,2016,40139187.0,19073376.87
MNG,2017,39798749.78,14405847.2
MNG,2018,48950984.91,0
MNG,2019,56968655.7,0
MNG,2020,56052326.82,0
MNG,2021,79716589.68,0
MOZ,2002,22678.0,24990.0
MOZ,2003,1031410.0,6357223.0
MOZ,2004,9719905.0,12805550.0
MOZ,2005,33580552.0,32556572.0
MOZ,2006,11322942.0,10076752.0
MOZ,2007,7977929.0,10869325.0
MOZ,2008,24233816.0,25357305.0
MOZ,2009,32613713.0,41527240.0
MOZ,2010,10730195.0,32827540.0
MOZ,2011,57211000.0,71666179.0
MOZ,2012,56840730.0,85730728.0
MOZ,2013,120565870.0,91008997.0
MOZ,2014,124692750.0,78547993.0
MOZ,2015,76956216.86,59580391.0
MOZ,2016,66179558.69,72292753.82
MOZ,2017,81202713.8,71943833.9
MOZ,2018,38022098.78,64916365.99
MOZ,2019,72787601.34,63354828.54
MOZ,2020,72016850.61,53462391.76
MOZ,2021,71198683.22,87731059.54
MRT,2002,40789.0,1226699.0
MRT,2003,2105.0,524440.0
MRT,2004,61176.0,915600.0
MRT,2005,74733.0,75775.0
MRT,2007,119390.0,0
MRT,2008,592165.0,0
MRT,2009,964029.0,0
MRT,2010,620457.0,0
MRT,2011,749530.0,0
MRT,2012,4428167.0,10367333.0
MRT,2013,962596.0,5476764.0
MRT,2014,1613533.0,6841672.0
MRT,2015,2771685.24,9285399.0
MRT,2016,4389492.0,11000678.05
MRT,2017,237806.28,3296897.5
MRT,2018,207676.33,0
MRT,2019,33510507.85,0
MRT,2020,504033.03,0
MRT,2021,496164.84,0
MUS,2002,1726430.0,1106217.0
MUS,2003,1978248.0,1068297.0
MUS,2004,2245362.0,1145420.0
MUS,2005,3004664.0,244650.0
MUS,2006,3455757.0,0
MUS,2007,5510726.0,0
MUS,2008,10068143.0,0
MUS,2009,21616329.0,7242435.0
MUS,2010,9027618.0,0
MUS,2011,10256490.0,9563734.0
MUS,2012,16560479.0,12634434.0
MUS,2013,86135743.0,72750205.0
MUS,2014,199974543.0,67463067.0
MUS,2015,206177056.0,112049330.0
MUS,2016,95658138.02,29939988.87
MUS,2017,42376821.63,31515077.2
MUS,2018,40607203.0,0
MUS,2019,36365394.08,0
MUS,2020,39783725.92,0
MUS,2021,53356240.38,0
MWI,2002,31242.26,182287.0
MWI,2003,32872.89,75313.0
MWI,2004,140387.42,646458.0
MWI,2005,837407.61,357222.0
MWI,2006,237225.46,271938.0
MWI,2007,1027258.64,0
MWI,2008,1784350.57,0
MWI,2009,3499379.09,0
MWI,2010,736795.16,0
MWI,2011,1227001.43,0
MWI,2012,3913928.28,0
MWI,2013,2685151.77,0
MWI,2014,2394902.82,0
MWI,2015,2368413.01,0
MWI,2016,5850688.38,0
MWI,2017,5952010.25,0
MWI,2018,10716504.45,0
MWI,2019,10703673.06,0
MWI,2020,4221803.63,0
MWI,2021,2443192.09,0
MYS,2002,328164855.0,347750791.0
MYS,2003,365536420.0,453839241.0
MYS,2004,575744270.0,624320462.0
MYS,2005,1020022683.0,1028333025.0
MYS,2006,1413930559.0,1216589602.0
MYS,2007,1835527921.0,1554974014.0
