iso3,code,year
OMN,512,2017
NAM,516,2017
VUT,548,2017
NZL,554,2017
NIC,558,2017
NER,562,2017
NOR,578,2017
PRY,600,2017
PER,604,2017
GNB,624,2017
QAT,634,2017
RUS,643,2017
SAU,682,2017
SEN,686,2017
ZAF,710,2017
SUD,729,2017
SDN,736,2017
SWZ,748,2017
CHE,756,2017
TGO,768,2017
ARE,784,2017
TUR,792,2017
TUV,798,2017
MKD,807,2017
USA,840,2017
BFA,854,2017
URY,858,2017
VEN,862,2017
YEM,887,2017
SER,891,2017
EUN,918,2017
CYM,136,2018
ATG,028,2018
GUY,328,2018
MSR,500,2018
KNA,659,2018
AIA,660,2018
VCT,670,2018
SUR,740,2018
AFG,004,2018
BHS,044,2018
SLB,090,2018
COM,174,2018
ETH,231,2018
PYF,258,2018
LAO,418,2018
MRT,478,2018
MEX,484,2018
NRU,520,2018
ABW,533,2018
PLW,585,2018
SGP,702,2018
UKR,804,2018
EGY,818,2018
WLF,876,2018
WSM,882,2018
ALB,008,2018
DZA,012,2018
AGO,024,2018
ARG,032,2018
AUS,036,2018
BHR,048,2018
ARM,051,2018
BMU,060,2018
BOL,068,2018
BIH,070,2018
BWA,072,2018
BRA,076,2018
BLZ,084,2018
BRN,096,2018
BDI,108,2018
BLR,112,2018
CAN,124,2018
LKA,144,2018
CHL,152,2018
CHN,156,2018
TWN,158,2018
COL,170,2018
COK,184,2018
CRI,188,2018
BEN,204,2018
DOM,214,2018
ECU,218,2018
SLV,222,2018
FJI,242,2018
GMB,270,2018
GHA,288,2018
GIN,324,2018
HND,340,2018
HKG,344,2018
IND,356,2018
IDN,360,2018
CIV,384,2018
JPN,392,2018
KAZ,398,2018
KEN,404,2018
KOR,410,2018
KWT,414,2018
KGZ,417,2018
LBN,422,2018
LSO,426,2018
LBR,430,2018
LIE,438,2018
MAC,446,2018
MDG,450,2018
MDV,462,2018
MLI,466,2018
MUS,480,2018
MNG,496,2018
MNT,499,2018
MOZ,508,2018
OMN,512,2018
NAM,516,2018
NPL,524,2018
NIC,558,2018
NER,562,2018
NOR,578,2018
PAK,586,2018
PNG,598,2018
PRY,600,2018
PER,604,2018
PHL,608,2018
GNB,624,2018
QAT,634,2018
RUS,643,2018
RWA,646,2018
SPM,666,2018
STP,678,2018
SEN,686,2018
SYC,690,2018
VNM,704,2018
ZAF,710,2018
SWZ,748,2018
CHE,756,2018
TGO,768,2018
ARE,784,2018
TUR,792,2018
UGA,800,2018
MKD,807,2018
TZA,834,2018
USA,840,2018
BFA,854,2018
URY,858,2018
VEN,862,2018
SER,891,2018
ZMB,894,2018
EUN,918,2018
CYM,136,2019
ATG,028,2019
GAB,266,2019
MSR,500,2019
KNA,659,2019
VCT,670,2019
SUR,740,2019
CPV,132,2019
ZAR,180,2019
KIR,296,2019
GRD,308,2019
MRT,478,2019
ABW,533,2019
LCA,662,2019
UKR,804,2019
WLF,876,2019
ALB,008,2019
DZA,012,2019
AGO,024,2019
AZE,031,2019
ARG,032,2019
AUS,036,2019
BHR,048,2019
BGD,050,2019
ARM,051,2019
BMU,060,2019
BTN,064,2019
BOL,068,2019
BIH,070,2019
BWA,072,2019
BRA,076,2019
BLZ,084,2019
SLB,090,2019
BRN,096,2019
MMR,104,2019
BDI,108,2019
BLR,112,2019
CMR,120,2019
CAN,124,2019
LKA,144,2019
CHL,152,2019
CHN,156,2019
TWN,158,2019
COL,170,2019
COM,174,2019
COK,184,2019
CRI,188,2019
CUB,192,2019
BEN,204,2019
ECU,218,2019
SLV,222,2019
FJI,242,2019
PYF,258,2019
GHA,288,2019
GIN,324,2019
GUY,328,2019
HKG,344,2019
ISL,352,2019
IND,356,2019
IDN,360,2019
IRN,364,2019
CIV,384,2019
JPN,392,2019
KAZ,398,2019
KEN,404,2019
KWT,414,2019
KGZ,417,2019
LAO,418,2019
LBN,422,2019
LSO,426,2019
LIE,438,2019
MAC,446,2019
MDG,450,2019
MWI,454,2019
MDV,462,2019
MLI,466,2019
MUS,480,2019
MNG,496,2019
MNT,499,2019
MAR,504,2019
OMN,512,2019
NAM,516,2019
NRU,520,2019
NPL,524,2019
NZL,554,2019
NIC,558,2019
NER,562,2019
NOR,578,2019
FSM,583,2019
PLW,585,2019
PAK,586,2019
PNG,598,2019
PRY,600,2019
PER,604,2019
PHL,608,2019
GNB,624,2019
QAT,634,2019
RUS,643,2019
RWA,646,2019
AIA,660,2019
SPM,666,2019
STP,678,2019
SEN,686,2019
SYC,690,2019
SGP,702,2019
VNM,704,2019
ZAF,710,2019
SWZ,748,2019
CHE,756,2019
TGO,768,2019
ARE,784,2019
TUR,792,2019
UGA,800,2019
MKD,807,2019
EGY,818,2019
TZA,834,2019
USA,840,2019
BFA,854,2019
URY,858,2019
VEN,862,2019
EUN,918,2019
CYM,136,2020
ATG,028,2020
MSR,500,2020
VCT,670,2020
SUR,740,2020
ZAR,180,2020
GEO,268,2020
LCA,662,2020
SYR,760,2020
TJK,762,2020
UKR,804,2020
WLF,876,2020
ALB,008,2020
DZA,012,2020
AGO,024,2020
AZE,031,2020
ARG,032,2020
AUS,036,2020
BHR,048,2020
BGD,050,2020
ARM,051,2020
BRB,052,2020
BMU,060,2020
BTN,064,2020
BOL,068,2020
BIH,070,2020
BWA,072,2020
BRA,076,2020
BLZ,084,2020
SLB,090,2020
BRN,096,2020
BDI,108,2020
BLR,112,2020
KHM,116,2020
CAN,124,2020
CPV,132,2020
LKA,144,2020
CHL,152,2020
CHN,156,2020
TWN,158,2020
COL,170,2020
COM,174,2020
COK,184,2020
CRI,188,2020
CUB,192,2020
BEN,204,2020
DMA,212,2020
DOM,214,2020
ECU,218,2020
SLV,222,2020
FJI,242,2020
PYF,258,2020
GMB,270,2020
GHA,288,2020
GIB,292,2020
KIR,296,2020
GTM,320,2020
GIN,324,2020
GUY,328,2020
HTI,332,2020
HND,340,2020
HKG,344,2020
IND,356,2020
IDN,360,2020
IRN,364,2020
CIV,384,2020
JAM,388,2020
JPN,392,2020
KAZ,398,2020
JOR,400,2020
KEN,404,2020
KOR,410,2020
KWT,414,2020
KGZ,417,2020
LAO,418,2020
LBN,422,2020
LSO,426,2020
LBR,430,2020
LBY,434,2020
LIE,438,2020
MAC,446,2020
MDG,450,2020
MWI,454,2020
MYS,458,2020
MDV,462,2020
MLI,466,2020
MRT,478,2020
MUS,480,2020
MNG,496,2020
MDA,498,2020
MNT,499,2020
MAR,504,2020
MOZ,508,2020
OMN,512,2020
NAM,516,2020
NRU,520,2020
NPL,524,2020
VUT,548,2020
NZL,554,2020
NIC,558,2020
NER,562,2020
NGA,566,2020
NOR,578,2020
FSM,583,2020
PLW,585,2020
PAK,586,2020
PAN,591,2020
PNG,598,2020
PRY,600,2020
PER,604,2020
PHL,608,2020
GNB,624,2020
TMP,626,2020
QAT,634,2020
RUS,643,2020
RWA,646,2020
KNA,659,2020
AIA,660,2020
SPM,666,2020
SAU,682,2020
SEN,686,2020
SYC,690,2020
SLE,694,2020
SGP,702,2020
VNM,704,2020
ZAF,710,2020
SDN,736,2020
SWZ,748,2020
CHE,756,2020
TGO,768,2020
TON,776,2020
ARE,784,2020
TUR,792,2020
UGA,800,2020
MKD,807,2020
TZA,834,2020
USA,840,2020
BFA,854,2020
URY,858,2020
UZB,860,2020
VEN,862,2020
WSM,882,2020
ZMB,894,2020
EUN,918,2020
CYM,136,2021
ATG,028,2021
MSR,500,2021
VCT,670,2021
SUR,740,2021
ANT,530,2021
ABW,533,2021
TJK,762,2021
TTO,780,2021
WLF,876,2021
ALB,008,2021
DZA,012,2021
AGO,024,2021
AZE,031,2021
ARG,032,2021
AUS,036,2021
BHR,048,2021
BGD,050,2021
ARM,051,2021
BRB,052,2021
BMU,060,2021
BTN,064,2021
BOL,068,2021
BIH,070,2021
BWA,072,2021
BRA,076,2021
BLZ,084,2021
SLB,090,2021
BRN,096,2021
MMR,104,2021
BDI,108,2021
BLR,112,2021
KHM,116,2021
CAN,124,2021
CPV,132,2021
LKA,144,2021
CHL,152,2021
CHN,156,2021
TWN,158,2021
COL,170,2021
COM,174,2021
COK,184,2021
CRI,188,2021
CUB,192,2021
BEN,204,2021
DOM,214,2021
ECU,218,2021
SLV,222,2021
ETH,231,2021
FJI,242,2021
PYF,258,2021
GEO,268,2021
GMB,270,2021
GHA,288,2021
GIB,292,2021
KIR,296,2021
GTM,320,2021
GIN,324,2021
GUY,328,2021
HND,340,2021
HKG,344,2021
ISL,352,2021
IND,356,2021
IDN,360,2021
ISR,376,2021
CIV,384,2021
JAM,388,2021
JPN,392,2021
KAZ,398,2021
KEN,404,2021
KOR,410,2021
KWT,414,2021
KGZ,417,2021
LAO,418,2021
LSO,426,2021
LBR,430,2021
LBY,434,2021
LIE,438,2021
MAC,446,2021
MDG,450,2021
MWI,454,2021
MYS,458,2021
MDV,462,2021
MLI,466,2021
MRT,478,2021
MUS,480,2021
MNG,496,2021
MDA,498,2021
MNT,499,2021
MAR,504,2021
MOZ,508,2021
OMN,512,2021
NAM,516,2021
NRU,520,2021
NPL,524,2021
VUT,548,2021
NZL,554,2021
NIC,558,2021
NER,562,2021
NGA,566,2021
NOR,578,2021
FSM,583,2021
PLW,585,2021
PAK,586,2021
PAN,591,2021
PNG,598,2021
PRY,600,2021
PER,604,2021
PHL,608,2021
GNB,624,2021
TMP,626,2021
QAT,634,2021
RUS,643,2021
RWA,646,2021
AIA,660,2021
SPM,666,2021
SEN,686,2021
SYC,690,2021
SLE,694,2021
SGP,702,2021
VNM,704,2021
ZAF,710,2021
ZWE,716,2021
SDN,736,2021
SWZ,748,2021
CHE,756,2021
THA,764,2021
TGO,768,2021
TON,776,2021
ARE,784,2021
TUR,792,2021
UGA,800,2021
UKR,804,2021
MKD,807,2021
GBR,826,2021
TZA,834,2021
USA,840,2021
BFA,854,2021
URY,858,2021
UZB,860,2021
VEN,862,2021
SER,891,2021
ZMB,894,2021
EUN,918,2021
